,LOC,MEAS,EQPT,TEST_FLOW,IND_STEP,DPN,CAP,HEADS,DISCS,2025_FW1,2025_FW2,2025_FW3,2025_FW4,2025_FW5,2025_FW6,2025_FW7,2025_FW8,2025_FW9,2025_FW10,2025_FW11,2025_FW12,2025_FW13
389,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,16000,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,16000,17,9,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
391,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,16000,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,18000,18,9,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
393,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,18000,18,9,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
394,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,18000,18,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
395,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,18000,18,9,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
396,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,18000,18,9,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1,190.1
397,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,18000,18,9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
398,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,18000,18,9,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
399,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,18000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,18000,18,9,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
401,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,18000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSAS,20000,18,9,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
403,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSAS,20000,18,9,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
404,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSAS,20000,18,9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
405,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSAS,20000,18,9,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
406,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSAS,20000,18,9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9
407,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSAS,20000,18,9,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
408,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSAS,20000,18,9,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
409,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSAS,20000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSAS,20000,18,9,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
411,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSAS,20000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,12000,12,7,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
413,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,12000,12,7,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
414,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,12000,12,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
415,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,12000,12,7,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
416,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,12000,12,7,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
417,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,12000,12,7,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
418,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,12000,12,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
419,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,12000,12,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.987,0.987,0.99,0.99,0.99
420,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,12000,14,8,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
421,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,12000,14,8,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
422,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,12000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
423,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,12000,14,8,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
424,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,12000,14,8,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
425,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,12000,14,8,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
426,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,12000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
427,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,12000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.987,0.987,0.99,0.99,0.99
428,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,14000,14,7,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
429,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,14000,14,7,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
430,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,14000,14,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
431,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,14000,14,7,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
432,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,14000,14,7,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
433,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,14000,14,7,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
434,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,14000,14,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
435,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,14000,14,7,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
436,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,14000,14,8,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
437,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,14000,14,8,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
438,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,14000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
439,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,14000,14,8,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
440,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,14000,14,8,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
441,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,14000,14,8,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
442,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,14000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
443,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,14000,14,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
444,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,16000,16,8,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976
445,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,16000,16,8,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
446,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,16000,16,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
447,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,16000,16,8,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
448,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,16000,16,8,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974
449,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,16000,16,8,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
450,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,16000,16,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
451,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,16000,16,8,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
452,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,16000,17,9,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967
453,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,16000,17,9,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
454,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,16000,17,9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
455,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,16000,17,9,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
456,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,16000,17,9,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
457,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,16000,17,9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
458,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,16000,17,9,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
459,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,16000,17,9,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
460,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,18000,18,9,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973
461,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,18000,18,9,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
462,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,18000,18,9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
463,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,18000,18,9,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
464,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,18000,18,9,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
465,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,18000,18,9,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
466,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,18000,18,9,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
467,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,18000,18,9,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975
468,WUX,YD,GEMINI_SP,GG,SCOPY,EVANSBPSAS,20000,18,9,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
469,WUX,YD,GEMINI_SP,GG,PRE2,EVANSBPSAS,20000,18,9,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
470,WUX,YD,GEMINI_SP,GG,CAL,EVANSBPSAS,20000,18,9,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977
471,WUX,YD,GEMINI_SP,GG,CAL2,EVANSBPSAS,20000,18,9,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975
472,WUX,YD,GEMINI_SP,GG,FNC2,EVANSBPSAS,20000,18,9,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
473,WUX,YD,GEMINI_SP,GG,SPSC2,EVANSBPSAS,20000,18,9,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
474,WUX,YD,GEMINI_SP,GG,CRT2,EVANSBPSAS,20000,18,9,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985
475,WUX,YD,GEMINI_SP,GG,PWT,EVANSBPSAS,20000,18,9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
476,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,10000,12,6,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
477,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,10000,12,6,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
478,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,10000,12,6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
479,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,10000,12,6,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
480,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,10000,12,6,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
481,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,10000,12,6,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
482,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,10000,12,6,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
483,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,10000,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSATA,10000,12,6,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
485,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSATA,10000,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,12000,12,6,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
487,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,12000,12,6,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
488,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,12000,12,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
489,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,12000,12,6,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
490,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,12000,12,6,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2
491,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,12000,12,6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
492,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,12000,12,6,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
493,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,12000,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSATA,12000,12,6,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
495,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSATA,12000,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,12000,12,7,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
1251,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,12000,12,7,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
1252,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,12000,12,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1253,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,12000,12,7,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1254,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,12000,12,7,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
1255,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,12000,12,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
1256,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,12000,12,7,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
1257,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,12000,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSATA,12000,12,7,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
1259,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSATA,12000,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,12000,14,8,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
497,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,12000,14,8,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
498,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,12000,14,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
499,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,12000,14,8,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
500,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,12000,14,8,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
501,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,12000,14,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
502,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,12000,14,8,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
503,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,12000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSATA,12000,14,8,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
505,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSATA,12000,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,12000,18,9,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
507,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,12000,18,9,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
508,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,12000,18,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
509,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,12000,18,9,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
510,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,12000,18,9,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5
511,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,12000,18,9,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
512,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,12000,18,9,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
513,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,12000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,WUX,TT,GEMINI_SP,GG,PWT,EVANSBPSATA,12000,18,9,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
515,WUX,TT,GEMINI_SP,GG,STS,EVANSBPSATA,12000,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,WUX,TT,GEMINI_SP,GG,SCOPY,EVANSBPSATA,14000,14,7,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
517,WUX,TT,GEMINI_SP,GG,PRE2,EVANSBPSATA,14000,14,7,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
518,WUX,TT,GEMINI_SP,GG,CAL,EVANSBPSATA,14000,14,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
519,WUX,TT,GEMINI_SP,GG,CAL2,EVANSBPSATA,14000,14,7,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
520,WUX,TT,GEMINI_SP,GG,FNC2,EVANSBPSATA,14000,14,7,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1
521,WUX,TT,GEMINI_SP,GG,SPSC2,EVANSBPSATA,14000,14,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
522,WUX,TT,GEMINI_SP,GG,CRT2,EVANSBPSATA,14000,14,7,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
523,WUX,TT,GEMINI_SP,GG,SDAT2,EVANSBPSATA,14000,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
